epoch,train_loss,train_dice,val_loss,val_dice,device
36,0.5679556094254965,0.7100152008173773,0.6082083433866501,0.6883552728037883,mps
37,0.5565842522257497,0.7175202809878446,0.6773515685038133,0.6494953382272494,mps
38,0.5583732855227207,0.7163141519925006,0.6221218320456419,0.6751725885039555,mps
39,0.5498523753324835,0.7231412240852866,0.6123218249190937,0.6835928465163817,mps
40,0.5554406173846137,0.7183675724265842,0.6090273063291203,0.686699830823187,mps
41,0.5478852577942355,0.725186377570579,0.6161979892037132,0.6822841498745486,mps
42,0.5446702653563904,0.7254210634848165,0.6524712389165704,0.6580201885430689,mps
43,0.5518947296453357,0.7201937229052139,0.6039708733558655,0.6884236534809635,mps
44,0.5379143266246477,0.7310488674368066,0.5976968136700717,0.6902687851128398,mps
45,0.5358961957437983,0.7308915672356233,0.6079222310673107,0.688078058107884,mps
46,0.5295201016423303,0.7343797945591255,0.6112225147810849,0.6874223407217475,mps
47,0.5299759827815141,0.7363122159659657,0.5971820023926822,0.692571688495155,mps
48,0.5222776609288116,0.7388939429456383,0.5994694834405726,0.6932474963972531,mps
49,0.5225675004581533,0.7407100699789444,0.6176162801005624,0.6851549069253802,mps
50,0.5112510042315791,0.7453468553928568,0.6002361592921344,0.6922468877342869,mps
51,0.5215258620940294,0.7393802007528829,0.6015823461792685,0.6908073113946334,mps
52,0.5174324147200307,0.7436500282605857,0.5943618032065305,0.6939993368930423,mps
53,0.512454538609731,0.746914717202356,0.702101188085296,0.638104484230174,mps
54,0.5105310440179439,0.7470347583115976,0.6097868496721441,0.6909519719654982,mps
55,0.5009399560870827,0.7554678826367665,0.6186190296303142,0.6869549828616378,mps
56,0.5021887620483391,0.7516863663305868,0.6139300070025704,0.6879265793592102,mps
57,0.5060112216593227,0.7507481767482108,0.6397364516149867,0.6770079313552394,mps
58,0.4987221828114662,0.7529127947859566,0.6067157398570667,0.6946351754495533,mps
59,0.4943729048225202,0.7580200596681536,0.6021524448286403,0.6940805487122365,mps
60,0.48927307430408346,0.7613655808813847,0.5961456989700143,0.6945036705303971,mps
61,0.49174774841111923,0.758148510860294,0.6239247208291834,0.6823971542468531,mps
62,0.48627914963761193,0.7626906209348797,0.596215692433444,0.6958394883171575,mps
63,0.4740629545793459,0.770454141548611,0.5759172607551921,0.7087072294946043,mps
64,0.4707515102300199,0.7718484652158595,0.5873450989072974,0.7043482738772346,mps
65,0.47827143323560634,0.768599571379987,0.6100970986214551,0.6903196001860198,mps
66,0.47624830171060006,0.7691292609728316,0.5974975962530483,0.6967162247747393,mps
67,0.46557534593320543,0.7731023528902113,0.5867003459822048,0.7023203721690289,mps
68,0.46407730500521827,0.7753501389964917,0.611423157561909,0.6898254407010307,mps
69,0.46655426119320126,0.7747340214664685,0.6010720393874428,0.6965047706468832,mps
70,0.4594514536370563,0.7783296890913798,0.6009601777250116,0.6976246951540199,mps
71,0.45149904344564284,0.7842594108909884,0.6023260444402695,0.6943920253078206,mps
