case_id,dice,iou,sensitivity,specificity,precision,area_error,boundary_distance_proxy,mean_probability_inside_pred,empty_prediction
tensor(1076),0.939249369637493,0.8854572816202017,0.9305226080083009,0.9810131674220534,0.9481413660503639,0.0185824167923996,5.130832069240467,0.9467151165008545,False
tensor(396),0.9449669261578322,0.895675168473124,0.9680988382816882,0.9904209537540791,0.9229146523694919,0.048958141249779104,2.8270079284006204,0.9315267205238342,False
tensor(1101),0.2345579977600308,0.13286077790682604,0.3486763653863898,0.9306464915943562,0.17671944881933133,0.9730503219419736,18.339505622461342,0.8927580118179321,False
tensor(1432),0.9289907465758052,0.8673974978331017,0.8878534296951448,0.9957056772793437,0.9741253390834379,0.08856345885578443,7.264616973312822,0.9511608481407166,False
tensor(411),0.9437262846487114,0.8934486117882766,0.9803580972743161,0.9833470582853151,0.9097334159955999,0.07763228220151235,7.0962985019689215,0.9385747909545898,False
tensor(443),0.9421081247194238,0.8905523775478613,0.9137891502732435,0.9929398334843064,0.9722384855582932,0.060118310633924345,10.085960653581486,0.9271224141120911,False
tensor(1278),0.8114903437397577,0.6827797649495883,0.9098461119445752,0.9743101507516813,0.7323248931301948,0.2424077352547677,13.60598392379851,0.9082455039024353,False
tensor(989),0.44433362424330713,0.2856226959563132,0.5626776128966632,0.9690425564076779,0.3671199011255229,0.5326807704283966,20.044569118786725,0.8456683158874512,False
tensor(1340),0.8574906451473897,0.7505327124950633,0.8457844183578284,0.9843455175742855,0.8695254640224054,0.02730345072903501,18.80790675491713,0.9239093661308289,False
tensor(1443),0.8556230186456631,0.7476758381092339,0.8766791455640092,0.9832079555927226,0.8355546227323375,0.049218233868649874,9.957194474261152,0.9174643158912659,False
tensor(1233),0.8619827825606016,0.757442654954259,0.765584027832475,0.9935194026579943,0.9861547722560827,0.22366747150550753,15.090030514458144,0.9136863350868225,False
tensor(1246),0.9621217137939139,0.9270082307157085,0.9889728405146758,0.9888038855761794,0.9366900909036381,0.05581648628373959,2.3526354039536415,0.9641281962394714,False
tensor(589),0.8469534623393015,0.7345353675487581,0.99064721286961,0.9807941970449638,0.7396648044729097,0.33931911709054774,5.834720363321868,0.9535108804702759,False
tensor(128),0.3284850774493366,0.19651938072552536,0.21839874411793783,0.9794969644406135,0.6623500285724176,0.6702668759769528,27.492265608218517,0.8225282430648804,False
tensor(270),0.7434227663470733,0.5916252073010818,0.8578298767679917,0.9687297641677264,0.6559411629549995,0.30778479109847035,14.298935816956423,0.8774396181106567,False
tensor(301),0.8571948850763653,0.7500796714006229,0.9541462096304034,0.924687340241244,0.7781287881578881,0.22620602675453264,9.725545991032359,0.9320852160453796,False
tensor(1187),0.8242505128399589,0.701042630119814,0.7026377886410642,0.9993135709564254,0.9967720724490599,0.29508680262811776,13.59545668757491,0.9296799302101135,False
tensor(1381),0.750407467773928,0.600521728821957,0.7789141802539302,0.9567877757394551,0.723913664953374,0.07597662257708415,7.647824030402825,0.8839797973632812,False
